	x	y
3895	ok, please give me the directions via the fastest route. 	traffic_info
3896	where can i find a parking garage?	poi_type
3897	is that the quickest route?	distance
3898	which day is my appointment on	event
3899	will there be clear skies in fresno on wednesday?	date&location&weather_attribute
3900	directions to the grocery store	poi_type
3901	ok, please give me directions via the quickest route. 	traffic_info
3902	what time is my next dinner event and who will be attending?	event
3903	schedule swimming time	event
3904	is there a chance of snow in this weeks weather forecast	date
3905	san mateo, please	date&location&weather_attribute
3906	what is the current temperature	date&weather_attribute
3907	alameda	location
3908	will there be clear skies in san francisco on friday?	date&location&weather_attribute
3909	find me a hotel somewhere near my current location	distance&poi_type
3910	can you send me the fastest route to go there?	address&distance&poi&poi_type&traffic_info
3911	what is the weather going to be like today and tomorrow	date
3912	los angeles	location
3913	find out if there is hail outside right now, for seattle please. 	date&location&weather_attribute
3914	will it snow this week	date&weather_attribute
3915	alameda	date&location&weather_attribute
3916	remind me to watch football on sunday	event
3917	2 pm 	time
3918	schedule a dentist appointment at 3 next month on the 12th	date&event&time
3919	can you confirm you set the dentist appointment for next month on the 12th?	date&event&time
3920	where is the closest tea house?	distance&poi_type
3921	sounds good, let's get going. 	poi
3922	will you find me the fastest route to a rest stop	poi_type&traffic_info
3923	pick the fastest route please, thank you car!	address&distance&poi&poi_type&traffic_info
3924	who's showing up for tennis, and what's the date on that?	event
3925	camarillo, please. tell me if it will be foggy on friday	date&location&weather_attribute
3926	will it snow in fresno during this week?	date&location&weather_attribute
3927	what day is the football game	event
3928	check my agenda for my meetings	event
3929	okay, i want to find out what time my meeting is and where and what day please. 	event
3930	will it be cloudy in inglewood next week?	date&location&weather_attribute
3931	when am i going swimming?	event
3932	navigate home	poi
3933	schedule a swimming activity with marie on sunday at 6pm.	date&event&party&time
3934	find the nearest hotel	distance&poi_type
3935	yes sounds great. 	poi
3936	set my gps for the quickest route possible please.	distance
3937	what is a quick route home?	distance&poi&poi_type
3938	please direct me via the quickest possible route. 	distance
3939	will the weather be cloudy next week	date&weather_attribute
3940	grand rapids	location
3941	where is there a parking garage?	poi_type
3942	what time is my doctor's appointment and who is going with me?	event
3943	assistant schedule an appointment at the dentist, 9am of the 12th of current month. bring martha with me	date&event&party&time
3944	set a reminder for my swimming plans	event
3945	at 11 am on friday	time
3946	what is the agenda of my meeting today	date&event
3947	where can i get tea?	poi_type
3948	which one is the quickest, is there any traffic?	distance&poi_type&traffic_info
3949	yes teavana please	poi
3950	is it gonna be any blizzard on tuesday in alhambra?	date&location&weather_attribute
3951	is it gonna be foggy in exeter on next week?	date&location&weather_attribute
3952	give me directions to the local starbucks	poi
3953	yes, please! which one is its address? there is any quick route available?	address&distance&poi
3954	what's the highest temperature going to be in cleveland this week?	date&location&weather_attribute
3955	i need a route to the shopping center with no traffic. 	poi_type&traffic_info
3956	ouch, patience, please pick the route with least traffic and let's go there, thank you!	poi&traffic_info
3957	find out the date and parties attending for my optometrist appointment. 	event
3958	find a coffee place	poi_type
3959	sounds great, let's go there. 	address&poi&poi_type
3960	can you give me the weather this week for new york city	date&location
3961	i need the quickest route to a pizza restaurant near me.	distance&poi_type
3962	where are there chinese restaurants around?	poi_type
3963	whichever is the fastest to get to.	distance
3964	what is the rest stop with the quickest route nearby?	poi_type
3965	what is the address?	address&distance&poi&poi_type
3966	is there a quick route to reach?	distance
3967	i want to know if it will be stormy in manhattan over the next 7 days	date&location&weather_attribute
3968	please give me the address and directions via a route with no traffic to the nearest pizza restaurant.	distance&poi_type&traffic_info
3969	this week will it be warm in los angeles?	date&location&weather_attribute
3970	find location and address to home that is nearest me.	poi_type
3971	what time is my dinner reservation	event&time
3972	please give me the address and directions via a route that avoids all heavy traffic to a hospital around me. 	distance&poi_type&traffic_info
3973	set an appointment to swim next week	event
3974	thursday at 10 am please. 	time
3975	i need to find out the parties attending and the date for my lab appointment, thanks. 	event
3976	find me the nearest gas station. 	distance&poi_type
3977	what is the weather forecast in cleveland for thursday?	date&location
3978	need the quickest route to home.	distance&poi&poi_type
3979	is it going to be hot this weekend in boston?	date&location&weather_attribute
3980	i was asking about boston not seattle, do you have information for boston, too?	date&location&weather_attribute
3981	schedule a swimming activity with my brother for the 7th at 11am.	date&event&party&time
3982	where is the nearby shopping center?	distance&poi_type
3983	please pick the quickest route to go there and send me the info on screen, thanks!	traffic_info
3984	what is the date and location for my conference and who is attending?	event
3985	the one at 6 pm please.	event&time
3986	who will be at the meeting friday	date&event
3987	will it be windy in los angeles on sunday?	date&location&weather_attribute
3988	what time is my lab appointment for	event
3989	schedule a dentist appointment on the 8th at 1 pm. ana will be joining you.	date&event&party&time
3990	i need a rest stop within a 2 mile radius. 	distance&poi_type
3991	set gps for shortest route.	distance
3992	when am i playing tennis	event
3993	what date is my dentist appointment and who is attending?	event
3994	what is the date of my yoga activity and who will be attending it?	event
3995	schedule taking medicine with martha at 5pm next wednesday.	date&event&party&time
3996	is the weather cloudy right now	date&weather_attribute
